metric_id,pillar,category,metric_name,unit,value_2023,value_2024,target_2024,status,data_source,confidence,business_unit,framework_tags
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Carbon Capture Pilot,INR_Lakhs,0.15,0.156,0.163,Met,ERP emissions module / utility bills (BU: PJT-CCS),0.8,PJT-CCS,SEC-CLIM SX-14
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — EV Fleet Transition,INR_Lakhs,0.21,0.249,0.236,Not Met,ERP emissions module / utility bills (BU: PJT-EVS),0.89,PJT-EVS,SASB-RT-CH
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Renewable PPA Expansion,INR_Lakhs,0.394,0.395,0.44,Met,ERP emissions module / utility bills (BU: PJT-RNW),0.8,PJT-RNW,GRI 305
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Bio-feedstock Sourcing,INR_Lakhs,0.472,0.403,0.434,Met,ERP emissions module / utility bills (BU: PJT-BIO),0.89,PJT-BIO,GRI 403
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Independent Assurance,INR_Lakhs,0.427,0.366,0.391,Met,ERP emissions module / utility bills (BU: PJT-AUD),0.85,PJT-AUD,GRI 302
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Code of Conduct Refresh,INR_Lakhs,0.185,0.21,0.205,On Track,ERP emissions module / utility bills (BU: PJT-COC),0.84,PJT-COC,CSRD ESRS S1
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Whistleblower Strengthening,INR_Lakhs,0.141,0.129,0.125,On Track,ERP emissions module / utility bills (BU: PJT-WHB),0.82,PJT-WHB,BRSR Principal 6
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Tax Transparency,INR_Lakhs,0.583,0.666,0.596,Not Met,ERP emissions module / utility bills (BU: PJT-TAX),0.83,PJT-TAX,SASB-RT-CH
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Cybersecurity Hardening,INR_Lakhs,0.136,0.117,0.118,Met,ERP emissions module / utility bills (BU: PJT-CYB),0.88,PJT-CYB,BRSR Principal 6
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Data Privacy Programme,INR_Lakhs,0.132,0.145,0.137,Not Met,ERP emissions module / utility bills (BU: PJT-DAT),0.96,PJT-DAT,GRI 306
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Living Wage Audit,INR_Lakhs,0.596,0.492,0.501,Met,ERP emissions module / utility bills (BU: PJT-LIV),0.82,PJT-LIV,CSRD ESRS E1
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Community Investment,INR_Lakhs,0.359,0.271,0.313,Met,ERP emissions module / utility bills (BU: PJT-COM),0.96,PJT-COM,GRI 306
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Programme — Human Rights Salience,INR_Lakhs,0.467,0.418,0.399,On Track,ERP emissions module / utility bills (BU: PJT-HRT),0.93,PJT-HRT,CSRD ESRS G1
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — BRSR (SEBI India),INR_Lakhs,0.207,0.178,0.196,Met,ERP emissions module / utility bills (BU: FW-BRSR),0.93,FW-BRSR,SEC-CLIM SX-14
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — CSRD ESRS (EU),INR_Lakhs,0.243,0.257,0.255,On Track,ERP emissions module / utility bills (BU: FW-CSRD),0.79,FW-CSRD,CSRD-DM
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — CDP Climate,INR_Lakhs,0.457,0.412,0.395,On Track,ERP emissions module / utility bills (BU: FW-CDP),0.92,FW-CDP,CSRD ESRS E1
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — CDP Water,INR_Lakhs,0.261,0.225,0.222,On Track,ERP emissions module / utility bills (BU: FW-CDPW),0.83,FW-CDPW,TCFD-Metrics
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — TCFD,INR_Lakhs,0.461,0.498,0.479,On Track,ERP emissions module / utility bills (BU: FW-TCFD),0.82,FW-TCFD,CSRD-DM
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — TNFD,INR_Lakhs,0.544,0.495,0.474,On Track,ERP emissions module / utility bills (BU: FW-TNFD),0.89,FW-TNFD,IFRS S2
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — SBTi Validation,INR_Lakhs,0.494,0.451,0.427,Not Met,ERP emissions module / utility bills (BU: FW-SBTI),0.82,FW-SBTI,SOX 302
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — GRI Universal,INR_Lakhs,0.629,0.609,0.532,Not Met,ERP emissions module / utility bills (BU: FW-GRI),0.93,FW-GRI,SASB-RT-CH
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — SASB Chemicals,INR_Lakhs,0.253,0.252,0.227,Not Met,ERP emissions module / utility bills (BU: FW-SASB),0.79,FW-SASB,CSRD-DM
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Framework — IFRS S1/S2,INR_Lakhs,0.112,0.11,0.104,Not Met,ERP emissions module / utility bills (BU: FW-IFRS),0.96,FW-IFRS,CSRD-DM
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Physical Climate Risk,INR_Lakhs,0.097,0.097,0.098,Met,ERP emissions module / utility bills (BU: RSK-PHY),0.84,RSK-PHY,CSRD ESRS G1
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Transition Climate Risk,INR_Lakhs,0.44,0.385,0.411,Met,ERP emissions module / utility bills (BU: RSK-TRN),0.82,RSK-TRN,CSRD ESRS S1
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Water Stress Risk,INR_Lakhs,0.14,0.111,0.122,Met,ERP emissions module / utility bills (BU: RSK-WTR),0.95,RSK-WTR,IFRS S2
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Biodiversity Risk,INR_Lakhs,0.37,0.316,0.34,Met,ERP emissions module / utility bills (BU: RSK-BIO),0.92,RSK-BIO,BRSR Principal 5
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Supplier Concentration Risk,INR_Lakhs,0.378,0.327,0.322,On Track,ERP emissions module / utility bills (BU: RSK-SUP),0.83,RSK-SUP,CSRD ESRS G1
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Cyber Risk,INR_Lakhs,0.329,0.273,0.318,Met,ERP emissions module / utility bills (BU: RSK-CYB),0.97,RSK-CYB,GRI 405
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Data Privacy Risk,INR_Lakhs,0.469,0.484,0.446,Not Met,ERP emissions module / utility bills (BU: RSK-DAT),0.85,RSK-DAT,GRI 405
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Regulatory Risk,INR_Lakhs,0.208,0.229,0.199,Not Met,ERP emissions module / utility bills (BU: RSK-REG),0.84,RSK-REG,TCFD-Metrics
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Litigation Risk,INR_Lakhs,0.223,0.182,0.204,Met,ERP emissions module / utility bills (BU: RSK-LIT),0.92,RSK-LIT,SEC-CLIM SX-14
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Risk Theme — Reputation Risk,INR_Lakhs,0.403,0.482,0.431,Not Met,ERP emissions module / utility bills (BU: RSK-REP),0.91,RSK-REP,CSRD-DM
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Market — B2B Industrial Customers,INR_Lakhs,0.246,0.295,0.272,Not Met,ERP emissions module / utility bills (BU: MKT-B2B),0.92,MKT-B2B,CSRD ESRS S1
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Market — B2C Consumer,INR_Lakhs,0.34,0.311,0.295,Not Met,ERP emissions module / utility bills (BU: MKT-B2C),0.95,MKT-B2C,IFRS S2
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Market — Export,INR_Lakhs,0.461,0.417,0.473,Met,ERP emissions module / utility bills (BU: MKT-EXP),0.9,MKT-EXP,CSRD ESRS S1
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Market — Public Sector,INR_Lakhs,0.162,0.172,0.158,Not Met,ERP emissions module / utility bills (BU: MKT-PSU),0.84,MKT-PSU,GRI 405
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Market — SMB Channel,INR_Lakhs,0.224,0.221,0.207,Not Met,ERP emissions module / utility bills (BU: MKT-SMB),0.92,MKT-SMB,GRI 306
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Market — OEM Tier-1,INR_Lakhs,0.417,0.445,0.427,On Track,ERP emissions module / utility bills (BU: MKT-OEM),0.82,MKT-OEM,BRSR Principal 6
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Market — Distributor Network,INR_Lakhs,0.643,0.608,0.546,Not Met,ERP emissions module / utility bills (BU: MKT-DST),0.9,MKT-DST,SOX 302
E18,Environmental,Climate-Financial,Carbon Tax Exposure — Market — Direct to Consumer,INR_Lakhs,0.477,0.377,0.406,Met,ERP emissions module / utility bills (BU: MKT-DTC),0.86,MKT-DTC,CSRD ESRS S1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Corporate / HQ,%,0.74,0.725,0.719,Met,ERP emissions module / utility bills (BU: HQ),0.83,HQ,BRSR Principal 5
E19,Environmental,Sourcing,Sustainable Sourcing Share — Refinery — Hazira,%,0.804,0.921,0.896,Met,ERP emissions module / utility bills (BU: REF-HZR),0.93,REF-HZR,GRI 405
E19,Environmental,Sourcing,Sustainable Sourcing Share — Petchem — Jamnagar,%,0.519,0.482,0.563,Not Met,ERP emissions module / utility bills (BU: PCH-JMG),0.84,PCH-JMG,BRSR Principal 6
E19,Environmental,Sourcing,Sustainable Sourcing Share — Petchem — Vadodara,%,0.147,0.154,0.167,Not Met,ERP emissions module / utility bills (BU: PCH-VDR),0.97,PCH-VDR,GRI 305
E19,Environmental,Sourcing,Sustainable Sourcing Share — Petchem — Paradip,%,1.014,1.224,1.086,Met,ERP emissions module / utility bills (BU: PCH-PDP),0.85,PCH-PDP,GRI 303
E19,Environmental,Sourcing,Sustainable Sourcing Share — Petchem — Haldia,%,0.66,0.688,0.677,Met,ERP emissions module / utility bills (BU: PCH-HLD),0.9,PCH-HLD,SEC-CLIM SX-14
E19,Environmental,Sourcing,Sustainable Sourcing Share — Petchem — Gandhar,%,1.549,1.411,1.646,Not Met,ERP emissions module / utility bills (BU: PCH-GDR),0.94,PCH-GDR,BRSR Principal 6
E19,Environmental,Sourcing,Sustainable Sourcing Share — Petchem — Dahej,%,0.475,0.54,0.551,On Track,ERP emissions module / utility bills (BU: PCH-DHJ),0.82,PCH-DHJ,GRI 403
E19,Environmental,Sourcing,Sustainable Sourcing Share — Petchem — Nagothane,%,0.811,0.706,0.767,Not Met,ERP emissions module / utility bills (BU: PCH-NGT),0.79,PCH-NGT,CSRD ESRS S1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Logistics — Visakhapatnam,%,0.543,0.65,0.593,Met,ERP emissions module / utility bills (BU: LOG-VSP),0.89,LOG-VSP,TCFD-Metrics
E19,Environmental,Sourcing,Sustainable Sourcing Share — Logistics — Mangalore,%,1.232,1.391,1.323,Met,ERP emissions module / utility bills (BU: LOG-MNG),0.96,LOG-MNG,GRI 303
E19,Environmental,Sourcing,Sustainable Sourcing Share — Logistics — Kochi,%,0.616,0.525,0.576,Not Met,ERP emissions module / utility bills (BU: LOG-KCH),0.92,LOG-KCH,GRI 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Logistics — Nashik,%,0.203,0.243,0.23,Met,ERP emissions module / utility bills (BU: LOG-NSK),0.87,LOG-NSK,GRI 303
E19,Environmental,Sourcing,Sustainable Sourcing Share — Logistics — Kandla,%,0.737,0.814,0.779,Met,ERP emissions module / utility bills (BU: LOG-KND),0.84,LOG-KND,GRI 303
E19,Environmental,Sourcing,Sustainable Sourcing Share — Logistics — Tuticorin,%,0.939,0.948,0.956,On Track,ERP emissions module / utility bills (BU: LOG-TUT),0.89,LOG-TUT,CSRD-DM
E19,Environmental,Sourcing,Sustainable Sourcing Share — Distribution — Kolkata,%,0.707,0.877,0.789,Met,ERP emissions module / utility bills (BU: DST-KOL),0.79,DST-KOL,GRI 306
E19,Environmental,Sourcing,Sustainable Sourcing Share — Distribution — Hyderabad,%,0.511,0.576,0.542,Met,ERP emissions module / utility bills (BU: DST-HYD),0.83,DST-HYD,GRI 305
E19,Environmental,Sourcing,Sustainable Sourcing Share — Distribution — Lucknow,%,0.747,0.606,0.683,Not Met,ERP emissions module / utility bills (BU: DST-LKO),0.92,DST-LKO,GRI 405
E19,Environmental,Sourcing,Sustainable Sourcing Share — Distribution — Indore,%,0.379,0.338,0.37,Not Met,ERP emissions module / utility bills (BU: DST-IND),0.94,DST-IND,CSRD ESRS S1
E19,Environmental,Sourcing,Sustainable Sourcing Share — R&D — Pune,%,1.363,1.405,1.312,Met,ERP emissions module / utility bills (BU: RND-PUN),0.83,RND-PUN,CSRD ESRS G1
E19,Environmental,Sourcing,Sustainable Sourcing Share — R&D — Bengaluru,%,0.327,0.287,0.318,Not Met,ERP emissions module / utility bills (BU: RND-BLR),0.79,RND-BLR,TCFD-Metrics
E19,Environmental,Sourcing,Sustainable Sourcing Share — R&D — Surat Polymer Lab,%,0.603,0.604,0.627,On Track,ERP emissions module / utility bills (BU: RND-SRT),0.86,RND-SRT,IFRS S2
E19,Environmental,Sourcing,Sustainable Sourcing Share — R&D — Hyderabad Catalysis,%,0.27,0.278,0.269,Met,ERP emissions module / utility bills (BU: RND-HYD),0.83,RND-HYD,CSRD ESRS G1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Office — Chennai,%,0.948,1.062,0.966,Met,ERP emissions module / utility bills (BU: OFC-CHN),0.85,OFC-CHN,GRI 305
E19,Environmental,Sourcing,Sustainable Sourcing Share — Office — Delhi,%,0.835,0.7,0.781,Not Met,ERP emissions module / utility bills (BU: OFC-DLH),0.86,OFC-DLH,GRI 306
E19,Environmental,Sourcing,Sustainable Sourcing Share — Office — Ahmedabad,%,0.666,0.607,0.695,Not Met,ERP emissions module / utility bills (BU: OFC-AMD),0.87,OFC-AMD,CSRD-DM
E19,Environmental,Sourcing,Sustainable Sourcing Share — Office — Kochi Sales,%,1.463,1.528,1.418,Met,ERP emissions module / utility bills (BU: OFC-KCH),0.91,OFC-KCH,BRSR Principal 5
E19,Environmental,Sourcing,Sustainable Sourcing Share — Office — Coimbatore,%,0.298,0.363,0.351,Met,ERP emissions module / utility bills (BU: OFC-CMB),0.95,OFC-CMB,CSRD ESRS S1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Office — Bhubaneswar,%,1.119,1.241,1.154,Met,ERP emissions module / utility bills (BU: OFC-BBS),0.84,OFC-BBS,CSRD-DM
E19,Environmental,Sourcing,Sustainable Sourcing Share — Office — Jaipur,%,0.395,0.425,0.392,Met,ERP emissions module / utility bills (BU: OFC-JPR),0.81,OFC-JPR,SOX 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Business Unit — Polymers,%,0.776,0.711,0.786,Not Met,ERP emissions module / utility bills (BU: BIZ-PLM),0.83,BIZ-PLM,SASB-RT-CH
E19,Environmental,Sourcing,Sustainable Sourcing Share — Business Unit — Fuels,%,0.315,0.309,0.306,Met,ERP emissions module / utility bills (BU: BIZ-FUE),0.9,BIZ-FUE,GRI 405
E19,Environmental,Sourcing,Sustainable Sourcing Share — Business Unit — Lubricants,%,0.334,0.406,0.356,Met,ERP emissions module / utility bills (BU: BIZ-LUB),0.79,BIZ-LUB,SEC-CLIM SX-14
E19,Environmental,Sourcing,Sustainable Sourcing Share — Business Unit — Agrochemicals,%,0.714,0.761,0.792,On Track,ERP emissions module / utility bills (BU: BIZ-AGR),0.92,BIZ-AGR,CSRD-DM
E19,Environmental,Sourcing,Sustainable Sourcing Share — Business Unit — Specialty Chemicals,%,0.893,1.087,1.03,Met,ERP emissions module / utility bills (BU: BIZ-SPC),0.89,BIZ-SPC,GRI 403
E19,Environmental,Sourcing,Sustainable Sourcing Share — Business Unit — Packaging,%,0.277,0.277,0.298,Not Met,ERP emissions module / utility bills (BU: BIZ-PCK),0.92,BIZ-PCK,GRI 306
E19,Environmental,Sourcing,Sustainable Sourcing Share — Business Unit — Renewables Division,%,0.603,0.582,0.611,On Track,ERP emissions module / utility bills (BU: BIZ-RNW),0.91,BIZ-RNW,SOX 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Business Unit — Hydrogen Pilot,%,0.661,0.747,0.687,Met,ERP emissions module / utility bills (BU: BIZ-HYD),0.88,BIZ-HYD,GRI 306
E19,Environmental,Sourcing,Sustainable Sourcing Share — Function — Corporate Finance,%,0.264,0.243,0.25,On Track,ERP emissions module / utility bills (BU: FNC-COR),0.89,FNC-COR,SASB-RT-CH
E19,Environmental,Sourcing,Sustainable Sourcing Share — Function — Procurement,%,0.812,0.954,0.892,Met,ERP emissions module / utility bills (BU: FNC-PRC),0.9,FNC-PRC,SOX 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Function — Human Resources,%,1.55,1.646,1.698,On Track,ERP emissions module / utility bills (BU: FNC-HRM),0.87,FNC-HRM,SOX 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Function — IT & Digital,%,0.699,0.586,0.657,Not Met,ERP emissions module / utility bills (BU: FNC-IT),0.87,FNC-IT,CSRD-DM
E19,Environmental,Sourcing,Sustainable Sourcing Share — Function — Legal & Compliance,%,0.525,0.48,0.546,Not Met,ERP emissions module / utility bills (BU: FNC-LGL),0.92,FNC-LGL,CSRD ESRS S1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Function — Communications,%,0.196,0.263,0.231,Met,ERP emissions module / utility bills (BU: FNC-COM),0.93,FNC-COM,GRI 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Function — CSR & Sustainability,%,1.03,1.086,0.976,Met,ERP emissions module / utility bills (BU: FNC-CSR),0.94,FNC-CSR,CSRD ESRS G1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Region — West India,%,0.337,0.403,0.377,Met,ERP emissions module / utility bills (BU: REG-WST),0.89,REG-WST,GRI 305
E19,Environmental,Sourcing,Sustainable Sourcing Share — Region — North India,%,0.671,0.865,0.808,Met,ERP emissions module / utility bills (BU: REG-NTH),0.88,REG-NTH,TCFD-Metrics
E19,Environmental,Sourcing,Sustainable Sourcing Share — Region — South India,%,0.208,0.18,0.207,Not Met,ERP emissions module / utility bills (BU: REG-STH),0.78,REG-STH,CSRD ESRS E1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Region — East India,%,0.401,0.408,0.385,Met,ERP emissions module / utility bills (BU: REG-EST),0.94,REG-EST,GRI 305
E19,Environmental,Sourcing,Sustainable Sourcing Share — Region — International (ME + APAC),%,1.077,1.051,1.083,On Track,ERP emissions module / utility bills (BU: REG-INT),0.91,REG-INT,IFRS S2
E19,Environmental,Sourcing,Sustainable Sourcing Share — Region — Europe,%,0.457,0.439,0.513,Not Met,ERP emissions module / utility bills (BU: REG-EUR),0.91,REG-EUR,GRI 405
E19,Environmental,Sourcing,Sustainable Sourcing Share — Region — Americas,%,0.352,0.326,0.317,Met,ERP emissions module / utility bills (BU: REG-AMR),0.78,REG-AMR,CSRD ESRS G1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Net-Zero 2050,%,1.055,1.077,1.073,Met,ERP emissions module / utility bills (BU: PJT-NETZ),0.92,PJT-NETZ,CSRD ESRS S1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Circular Economy,%,0.424,0.433,0.447,On Track,ERP emissions module / utility bills (BU: PJT-CIRC),0.94,PJT-CIRC,GRI 403
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Water Stewardship,%,0.92,0.942,0.878,Met,ERP emissions module / utility bills (BU: PJT-WTR),0.87,PJT-WTR,CSRD ESRS E1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — DEI Acceleration,%,0.357,0.364,0.324,Met,ERP emissions module / utility bills (BU: PJT-DEI),0.93,PJT-DEI,GRI 405
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Process Safety,%,1.431,1.443,1.315,Met,ERP emissions module / utility bills (BU: PJT-SAF),0.95,PJT-SAF,CSRD-DM
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Digital Twin Rollout,%,0.804,1.05,0.922,Met,ERP emissions module / utility bills (BU: PJT-DIG),0.85,PJT-DIG,BRSR Principal 6
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Carbon Capture Pilot,%,0.693,0.698,0.654,Met,ERP emissions module / utility bills (BU: PJT-CCS),0.9,PJT-CCS,GRI 403
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — EV Fleet Transition,%,0.313,0.348,0.361,On Track,ERP emissions module / utility bills (BU: PJT-EVS),0.92,PJT-EVS,CSRD ESRS E1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Renewable PPA Expansion,%,0.202,0.218,0.231,Not Met,ERP emissions module / utility bills (BU: PJT-RNW),0.94,PJT-RNW,CSRD ESRS E1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Bio-feedstock Sourcing,%,0.257,0.242,0.258,Not Met,ERP emissions module / utility bills (BU: PJT-BIO),0.9,PJT-BIO,SEC-CLIM SX-14
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Independent Assurance,%,0.345,0.367,0.402,Not Met,ERP emissions module / utility bills (BU: PJT-AUD),0.84,PJT-AUD,TCFD-Metrics
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Code of Conduct Refresh,%,0.853,1.014,0.994,Met,ERP emissions module / utility bills (BU: PJT-COC),0.9,PJT-COC,CSRD ESRS G1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Whistleblower Strengthening,%,0.263,0.275,0.318,Not Met,ERP emissions module / utility bills (BU: PJT-WHB),0.95,PJT-WHB,SASB-RT-CH
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Tax Transparency,%,0.621,0.658,0.684,On Track,ERP emissions module / utility bills (BU: PJT-TAX),0.9,PJT-TAX,TCFD-Metrics
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Cybersecurity Hardening,%,1.357,1.601,1.413,Met,ERP emissions module / utility bills (BU: PJT-CYB),0.92,PJT-CYB,SEC-CLIM SX-14
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Data Privacy Programme,%,1.228,1.142,1.187,On Track,ERP emissions module / utility bills (BU: PJT-DAT),0.83,PJT-DAT,SOX 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Living Wage Audit,%,0.668,0.763,0.673,Met,ERP emissions module / utility bills (BU: PJT-LIV),0.95,PJT-LIV,CSRD ESRS G1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Community Investment,%,1.189,1.159,1.09,Met,ERP emissions module / utility bills (BU: PJT-COM),0.88,PJT-COM,GRI 306
E19,Environmental,Sourcing,Sustainable Sourcing Share — Programme — Human Rights Salience,%,0.398,0.427,0.455,Not Met,ERP emissions module / utility bills (BU: PJT-HRT),0.83,PJT-HRT,CSRD ESRS S1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — BRSR (SEBI India),%,0.429,0.433,0.405,Met,ERP emissions module / utility bills (BU: FW-BRSR),0.87,FW-BRSR,GRI 305
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — CSRD ESRS (EU),%,1.216,1.114,1.222,Not Met,ERP emissions module / utility bills (BU: FW-CSRD),0.86,FW-CSRD,BRSR Principal 6
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — CDP Climate,%,0.757,0.885,0.791,Met,ERP emissions module / utility bills (BU: FW-CDP),0.97,FW-CDP,SOX 404
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — CDP Water,%,1.023,1.029,1.099,Not Met,ERP emissions module / utility bills (BU: FW-CDPW),0.88,FW-CDPW,CSRD ESRS S1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — TCFD,%,0.749,0.703,0.694,Met,ERP emissions module / utility bills (BU: FW-TCFD),0.94,FW-TCFD,TCFD-Metrics
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — TNFD,%,0.682,0.767,0.683,Met,ERP emissions module / utility bills (BU: FW-TNFD),0.85,FW-TNFD,SASB-RT-CH
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — SBTi Validation,%,0.564,0.706,0.654,Met,ERP emissions module / utility bills (BU: FW-SBTI),0.93,FW-SBTI,BRSR Principal 5
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — GRI Universal,%,0.578,0.767,0.679,Met,ERP emissions module / utility bills (BU: FW-GRI),0.85,FW-GRI,BRSR Principal 5
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — SASB Chemicals,%,1.247,1.202,1.205,On Track,ERP emissions module / utility bills (BU: FW-SASB),0.84,FW-SASB,GRI 303
E19,Environmental,Sourcing,Sustainable Sourcing Share — Framework — IFRS S1/S2,%,0.41,0.363,0.403,Not Met,ERP emissions module / utility bills (BU: FW-IFRS),0.93,FW-IFRS,GRI 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Physical Climate Risk,%,0.196,0.23,0.233,On Track,ERP emissions module / utility bills (BU: RSK-PHY),0.86,RSK-PHY,GRI 303
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Transition Climate Risk,%,0.607,0.659,0.583,Met,ERP emissions module / utility bills (BU: RSK-TRN),0.91,RSK-TRN,BRSR Principal 6
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Water Stress Risk,%,0.505,0.541,0.58,Not Met,ERP emissions module / utility bills (BU: RSK-WTR),0.79,RSK-WTR,GRI 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Biodiversity Risk,%,0.714,0.624,0.719,Not Met,ERP emissions module / utility bills (BU: RSK-BIO),0.89,RSK-BIO,SOX 302
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Supplier Concentration Risk,%,0.489,0.655,0.593,Met,ERP emissions module / utility bills (BU: RSK-SUP),0.88,RSK-SUP,GRI 403
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Cyber Risk,%,0.525,0.717,0.629,Met,ERP emissions module / utility bills (BU: RSK-CYB),0.83,RSK-CYB,GRI 405
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Data Privacy Risk,%,0.343,0.413,0.395,Met,ERP emissions module / utility bills (BU: RSK-DAT),0.93,RSK-DAT,CSRD ESRS G1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Regulatory Risk,%,0.788,0.838,0.75,Met,ERP emissions module / utility bills (BU: RSK-REG),0.88,RSK-REG,GRI 306
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Litigation Risk,%,0.464,0.475,0.5,On Track,ERP emissions module / utility bills (BU: RSK-LIT),0.96,RSK-LIT,GRI 303
E19,Environmental,Sourcing,Sustainable Sourcing Share — Risk Theme — Reputation Risk,%,0.778,0.831,0.751,Met,ERP emissions module / utility bills (BU: RSK-REP),0.85,RSK-REP,GRI 403
E19,Environmental,Sourcing,Sustainable Sourcing Share — Market — B2B Industrial Customers,%,1.06,1.073,1.242,Not Met,ERP emissions module / utility bills (BU: MKT-B2B),0.88,MKT-B2B,CSRD ESRS G1
E19,Environmental,Sourcing,Sustainable Sourcing Share — Market — B2C Consumer,%,1.095,0.988,1.045,Not Met,ERP emissions module / utility bills (BU: MKT-B2C),0.86,MKT-B2C,GRI 302
