year,quarter,energy_source,consumption_mwh,cost_inr_lakhs,location,renewable,facility_type,tariff_inr_per_kwh,contract_id,supplier,peak_demand_kw,load_factor_pct,meter_id
2017,Q3,Solar (rooftop+OPEN),295.544,11.28,Jaipur Office,Yes,Office,3.9,TAT-2017-8288,Tata Power Solar PPA,291.7,67.3,MTR-751416
2017,Q3,Wind PPA,144.59,6.3,Jaipur Office,Yes,Office,4.4,REN-2017-4278,ReNew Power PPA-2031,97.3,83.1,MTR-188055
2017,Q3,Biomass,81.064,4.79,Jaipur Office,Yes,Office,5.5,PEL-2017-9202,Pellet Plant — local,64.3,67.5,MTR-597977
2017,Q3,Green Hydrogen Pilot,25.197,4.37,Jaipur Office,Yes,Office,18.0,L&T-2017-1210,L&T Hydrogen Pilot,22.0,57.4,MTR-719898
2017,Q4,Grid Electricity,1903.524,133.01,Mumbai HQ,No,Office,7.2,DIS-2017-2003,DISCOM HT-Cat-A,2239.8,85.9,MTR-045924
2017,Q4,Diesel Generators,195.835,19.38,Mumbai HQ,No,Office,9.5,ON--2017-7502,On-site fuel,131.8,80.5,MTR-000366
2017,Q4,Natural Gas,769.717,45.03,Mumbai HQ,No,Office,5.8,GAI-2017-5556,GAIL APM,669.7,61.6,MTR-019715
2017,Q4,Coal,223.43,8.94,Mumbai HQ,No,Office,4.2,COA-2017-7252,Coal India e-auction,185.3,55.7,MTR-889912
2017,Q4,Furnace Oil,138.285,8.1,Mumbai HQ,No,Office,6.1,IOC-2017-8410,IOCL bulk supply,153.9,73.7,MTR-351960
2017,Q4,Solar (rooftop+OPEN),465.583,18.42,Mumbai HQ,Yes,Office,3.9,TAT-2017-2460,Tata Power Solar PPA,553.5,57.3,MTR-812394
2017,Q4,Wind PPA,223.455,10.59,Mumbai HQ,Yes,Office,4.4,REN-2017-8018,ReNew Power PPA-2031,204.8,72.5,MTR-945240
2017,Q4,Biomass,135.633,7.19,Mumbai HQ,Yes,Office,5.5,PEL-2017-1546,Pellet Plant — local,89.6,78.9,MTR-225662
2017,Q4,Green Hydrogen Pilot,36.73,6.32,Mumbai HQ,Yes,Office,18.0,L&T-2017-5078,L&T Hydrogen Pilot,35.1,63.2,MTR-788377
2017,Q4,Grid Electricity,19945.873,1368.34,Hazira Refinery,No,Refinery,7.2,DIS-2017-7672,DISCOM HT-Cat-A,18940.5,76.5,MTR-518860
2017,Q4,Diesel Generators,1908.804,178.91,Hazira Refinery,No,Refinery,9.5,ON--2017-8439,On-site fuel,1265.3,74.7,MTR-522396
2017,Q4,Natural Gas,7267.459,402.49,Hazira Refinery,No,Refinery,5.8,GAI-2017-4119,GAIL APM,7166.8,77.6,MTR-496952
2017,Q4,Coal,2232.013,95.15,Hazira Refinery,No,Refinery,4.2,COA-2017-6402,Coal India e-auction,1676.3,67.7,MTR-389218
2017,Q4,Furnace Oil,1623.402,94.39,Hazira Refinery,No,Refinery,6.1,IOC-2017-3568,IOCL bulk supply,1234.4,50.9,MTR-823919
2017,Q4,Solar (rooftop+OPEN),5833.933,222.76,Hazira Refinery,Yes,Refinery,3.9,TAT-2017-1610,Tata Power Solar PPA,5815.2,67.8,MTR-900029
2017,Q4,Wind PPA,1847.025,83.23,Hazira Refinery,Yes,Refinery,4.4,REN-2017-3205,ReNew Power PPA-2031,2114.4,60.2,MTR-338502
2017,Q4,Biomass,1123.51,66.68,Hazira Refinery,Yes,Refinery,5.5,PEL-2017-8129,Pellet Plant — local,735.1,70.2,MTR-748424
2017,Q4,Green Hydrogen Pilot,387.615,67.24,Hazira Refinery,Yes,Refinery,18.0,L&T-2017-5928,L&T Hydrogen Pilot,380.0,69.3,MTR-490753
2017,Q4,Grid Electricity,16358.067,1254.29,Jamnagar Polymer Plant,No,Petchem,7.2,DIS-2017-9834,DISCOM HT-Cat-A,17517.1,56.3,MTR-401658
2017,Q4,Diesel Generators,1583.598,157.56,Jamnagar Polymer Plant,No,Petchem,9.5,ON--2017-4102,On-site fuel,1439.9,83.1,MTR-396699
2017,Q4,Natural Gas,6207.226,352.6,Jamnagar Polymer Plant,No,Petchem,5.8,GAI-2017-6281,GAIL APM,4234.0,68.5,MTR-763628
2017,Q4,Coal,2449.64,109.61,Jamnagar Polymer Plant,No,Petchem,4.2,COA-2017-4240,Coal India e-auction,1835.2,61.7,MTR-685075
2017,Q4,Furnace Oil,1502.745,96.72,Jamnagar Polymer Plant,No,Petchem,6.1,IOC-2017-5602,IOCL bulk supply,1652.3,66.0,MTR-147123
2017,Q4,Solar (rooftop+OPEN),4468.754,176.9,Jamnagar Polymer Plant,Yes,Petchem,3.9,TAT-2017-8448,Tata Power Solar PPA,2900.7,54.5,MTR-017232
2017,Q4,Wind PPA,1905.872,84.13,Jamnagar Polymer Plant,Yes,Petchem,4.4,REN-2017-3458,ReNew Power PPA-2031,1496.7,51.0,MTR-580593
2017,Q4,Biomass,968.362,55.3,Jamnagar Polymer Plant,Yes,Petchem,5.5,PEL-2017-7534,Pellet Plant — local,864.0,60.8,MTR-170671
2017,Q4,Green Hydrogen Pilot,317.268,58.63,Jamnagar Polymer Plant,Yes,Petchem,18.0,L&T-2017-6526,L&T Hydrogen Pilot,319.4,57.9,MTR-583540
2017,Q4,Grid Electricity,11391.105,862.69,Vadodara Chemicals,No,Petchem,7.2,DIS-2017-8074,DISCOM HT-Cat-A,10312.3,62.0,MTR-665572
2017,Q4,Diesel Generators,1114.141,112.39,Vadodara Chemicals,No,Petchem,9.5,ON--2017-9697,On-site fuel,927.3,78.7,MTR-658960
2017,Q4,Natural Gas,3911.163,242.26,Vadodara Chemicals,No,Petchem,5.8,GAI-2017-4930,GAIL APM,2720.7,80.4,MTR-780056
2017,Q4,Coal,1193.474,49.22,Vadodara Chemicals,No,Petchem,4.2,COA-2017-1165,Coal India e-auction,1197.9,77.9,MTR-399765
2017,Q4,Furnace Oil,849.252,53.15,Vadodara Chemicals,No,Petchem,6.1,IOC-2017-5481,IOCL bulk supply,788.6,49.6,MTR-459184
2017,Q4,Solar (rooftop+OPEN),2786.073,114.62,Vadodara Chemicals,Yes,Petchem,3.9,TAT-2017-5957,Tata Power Solar PPA,2394.0,61.0,MTR-888953
2017,Q4,Wind PPA,1144.623,50.49,Vadodara Chemicals,Yes,Petchem,4.4,REN-2017-1947,ReNew Power PPA-2031,838.0,57.0,MTR-865903
2017,Q4,Biomass,631.651,35.17,Vadodara Chemicals,Yes,Petchem,5.5,PEL-2017-6871,Pellet Plant — local,526.5,50.0,MTR-735514
2017,Q4,Green Hydrogen Pilot,242.707,46.3,Vadodara Chemicals,Yes,Petchem,18.0,L&T-2017-3121,L&T Hydrogen Pilot,206.6,79.8,MTR-447704
2017,Q4,Grid Electricity,8154.79,622.69,Paradip Plant,No,Petchem,7.2,DIS-2017-9976,DISCOM HT-Cat-A,5521.6,75.1,MTR-340174
2017,Q4,Diesel Generators,993.199,93.61,Paradip Plant,No,Petchem,9.5,ON--2017-9296,On-site fuel,1179.5,69.6,MTR-933555
2017,Q4,Natural Gas,3979.718,245.22,Paradip Plant,No,Petchem,5.8,GAI-2017-4529,GAIL APM,4115.7,71.8,MTR-566626
2017,Q4,Coal,1204.001,51.17,Paradip Plant,No,Petchem,4.2,COA-2017-1566,Coal India e-auction,1393.8,56.2,MTR-674360
2017,Q4,Furnace Oil,802.343,47.03,Paradip Plant,No,Petchem,6.1,IOC-2017-9408,IOCL bulk supply,879.7,51.9,MTR-136408
2017,Q4,Solar (rooftop+OPEN),2212.92,84.68,Paradip Plant,Yes,Petchem,3.9,TAT-2017-6358,Tata Power Solar PPA,1892.8,74.7,MTR-044141
2017,Q4,Wind PPA,1126.822,53.45,Paradip Plant,Yes,Petchem,4.4,REN-2017-2348,ReNew Power PPA-2031,1275.5,57.6,MTR-591308
2017,Q4,Biomass,637.887,37.38,Paradip Plant,Yes,Petchem,5.5,PEL-2017-7272,Pellet Plant — local,642.9,70.0,MTR-010110
2017,Q4,Green Hydrogen Pilot,173.326,32.85,Paradip Plant,Yes,Petchem,18.0,L&T-2017-2720,L&T Hydrogen Pilot,152.5,79.3,MTR-722299
2017,Q4,Grid Electricity,7087.68,507.42,Haldia Petchem,No,Petchem,7.2,DIS-2017-4538,DISCOM HT-Cat-A,6058.2,53.2,MTR-501376
2017,Q4,Diesel Generators,733.657,69.55,Haldia Petchem,No,Petchem,9.5,ON--2017-4967,On-site fuel,828.1,85.0,MTR-502159
2017,Q4,Natural Gas,2698.607,166.59,Haldia Petchem,No,Petchem,5.8,GAI-2017-6525,GAIL APM,2008.4,75.7,MTR-666663
2017,Q4,Coal,887.166,35.61,Haldia Petchem,No,Petchem,4.2,COA-2017-7004,Coal India e-auction,1061.0,68.5,MTR-409455
2017,Q4,Furnace Oil,747.489,45.95,Haldia Petchem,No,Petchem,6.1,IOC-2017-5846,IOCL bulk supply,676.5,83.9,MTR-096882
2017,Q4,Solar (rooftop+OPEN),2060.379,76.47,Haldia Petchem,Yes,Petchem,3.9,TAT-2017-2796,Tata Power Solar PPA,1947.3,57.3,MTR-960324
2017,Q4,Wind PPA,784.257,34.17,Haldia Petchem,Yes,Petchem,4.4,REN-2017-5483,ReNew Power PPA-2031,781.7,82.6,MTR-624321
2017,Q4,Biomass,496.001,27.61,Haldia Petchem,Yes,Petchem,5.5,PEL-2017-1535,Pellet Plant — local,358.7,73.8,MTR-421286
2017,Q4,Green Hydrogen Pilot,143.984,26.39,Haldia Petchem,Yes,Petchem,18.0,L&T-2017-6282,L&T Hydrogen Pilot,133.3,78.6,MTR-510990
2017,Q4,Grid Electricity,7354.742,557.92,Gandhar Gas Cracker,No,Petchem,7.2,DIS-2017-2490,DISCOM HT-Cat-A,6042.1,69.1,MTR-000051
2017,Q4,Diesel Generators,769.829,75.27,Gandhar Gas Cracker,No,Petchem,9.5,ON--2017-7958,On-site fuel,597.5,66.5,MTR-549397
2017,Q4,Natural Gas,2499.562,138.89,Gandhar Gas Cracker,No,Petchem,5.8,GAI-2017-3063,GAIL APM,2292.6,74.8,MTR-834763
2017,Q4,Coal,1032.017,46.77,Gandhar Gas Cracker,No,Petchem,4.2,COA-2017-2904,Coal India e-auction,923.7,82.8,MTR-263495
2017,Q4,Furnace Oil,604.694,39.48,Gandhar Gas Cracker,No,Petchem,6.1,IOC-2017-3742,IOCL bulk supply,411.4,72.5,MTR-404545
2017,Q4,Solar (rooftop+OPEN),1951.768,78.5,Gandhar Gas Cracker,Yes,Petchem,3.9,TAT-2017-7696,Tata Power Solar PPA,1303.1,50.4,MTR-752683
2017,Q4,Wind PPA,793.906,35.5,Gandhar Gas Cracker,Yes,Petchem,4.4,REN-2017-3686,ReNew Power PPA-2031,565.7,80.4,MTR-997825
2017,Q4,Biomass,420.421,23.72,Gandhar Gas Cracker,Yes,Petchem,5.5,PEL-2017-8610,Pellet Plant — local,500.1,65.7,MTR-472843
2017,Q4,Green Hydrogen Pilot,165.813,30.62,Gandhar Gas Cracker,Yes,Petchem,18.0,L&T-2017-1382,L&T Hydrogen Pilot,127.4,53.3,MTR-760653
2017,Q4,Grid Electricity,6536.606,454.11,Dahej Industrial Cluster,No,Petchem,7.2,DIS-2017-5603,DISCOM HT-Cat-A,5967.5,67.4,MTR-586501
2017,Q4,Diesel Generators,850.769,78.09,Dahej Industrial Cluster,No,Petchem,9.5,ON--2017-3902,On-site fuel,791.7,79.8,MTR-732439
2017,Q4,Natural Gas,2789.998,155.25,Dahej Industrial Cluster,No,Petchem,5.8,GAI-2017-9156,GAIL APM,1816.9,76.7,MTR-320299
2017,Q4,Coal,923.508,37.21,Dahej Industrial Cluster,No,Petchem,4.2,COA-2017-5939,Coal India e-auction,805.0,68.4,MTR-428033
2017,Q4,Furnace Oil,545.329,34.26,Dahej Industrial Cluster,No,Petchem,6.1,IOC-2017-4781,IOCL bulk supply,623.6,58.4,MTR-890080
2017,Q4,Solar (rooftop+OPEN),1711.223,64.38,Dahej Industrial Cluster,Yes,Petchem,3.9,TAT-2017-1731,Tata Power Solar PPA,1169.5,69.8,MTR-274274
2017,Q4,Wind PPA,719.408,30.63,Dahej Industrial Cluster,Yes,Petchem,4.4,REN-2017-4418,ReNew Power PPA-2031,690.3,69.1,MTR-213167
2017,Q4,Biomass,441.288,24.48,Dahej Industrial Cluster,Yes,Petchem,5.5,PEL-2017-5146,Pellet Plant — local,496.3,64.7,MTR-506411
2017,Q4,Green Hydrogen Pilot,157.924,29.8,Dahej Industrial Cluster,Yes,Petchem,18.0,L&T-2017-7347,L&T Hydrogen Pilot,122.4,76.9,MTR-475972
2017,Q4,Grid Electricity,6586.724,456.82,Nagothane Plant,No,Petchem,7.2,DIS-2017-4626,DISCOM HT-Cat-A,7464.9,75.3,MTR-324081
2017,Q4,Diesel Generators,615.803,56.74,Nagothane Plant,No,Petchem,9.5,ON--2017-7054,On-site fuel,700.2,82.8,MTR-474276
2017,Q4,Natural Gas,2579.132,147.99,Nagothane Plant,No,Petchem,5.8,GAI-2017-8179,GAIL APM,2489.7,58.6,MTR-841205
2017,Q4,Coal,824.934,36.86,Nagothane Plant,No,Petchem,4.2,COA-2017-7700,Coal India e-auction,556.2,70.9,MTR-733471
2017,Q4,Furnace Oil,533.704,33.03,Nagothane Plant,No,Petchem,6.1,IOC-2017-8858,IOCL bulk supply,480.8,75.0,MTR-271424
2017,Q4,Solar (rooftop+OPEN),1734.713,65.48,Nagothane Plant,Yes,Petchem,3.9,TAT-2017-2908,Tata Power Solar PPA,1325.9,83.1,MTR-363691
2017,Q4,Wind PPA,734.875,32.26,Nagothane Plant,Yes,Petchem,4.4,REN-2017-7570,ReNew Power PPA-2031,762.2,77.4,MTR-471330
2017,Q4,Biomass,357.643,18.95,Nagothane Plant,Yes,Petchem,5.5,PEL-2017-3622,Pellet Plant — local,321.6,70.1,MTR-482869
2017,Q4,Green Hydrogen Pilot,119.364,22.25,Nagothane Plant,Yes,Petchem,18.0,L&T-2017-4630,L&T Hydrogen Pilot,128.4,60.2,MTR-685532
2017,Q4,Grid Electricity,5856.147,413.22,Visakhapatnam Port,No,Logistics,7.2,DIS-2017-7337,DISCOM HT-Cat-A,4009.3,81.9,MTR-303597
2017,Q4,Diesel Generators,669.42,63.61,Visakhapatnam Port,No,Logistics,9.5,ON--2017-2040,On-site fuel,723.4,55.5,MTR-051152
2017,Q4,Natural Gas,2690.378,162.16,Visakhapatnam Port,No,Logistics,5.8,GAI-2017-3598,GAIL APM,2827.7,68.8,MTR-852112
2017,Q4,Coal,864.91,34.56,Visakhapatnam Port,No,Logistics,4.2,COA-2017-4077,Coal India e-auction,925.2,77.9,MTR-300817
2017,Q4,Furnace Oil,559.75,32.89,Visakhapatnam Port,No,Logistics,6.1,IOC-2017-2569,IOCL bulk supply,400.0,68.6,MTR-707606
2017,Q4,Solar (rooftop+OPEN),1531.394,61.37,Visakhapatnam Port,Yes,Logistics,3.9,TAT-2017-8869,Tata Power Solar PPA,1683.3,55.7,MTR-550964
2017,Q4,Wind PPA,728.388,32.57,Visakhapatnam Port,Yes,Logistics,4.4,REN-2017-2684,ReNew Power PPA-2031,825.3,76.5,MTR-687567
2017,Q4,Biomass,351.115,18.5,Visakhapatnam Port,Yes,Logistics,5.5,PEL-2017-7608,Pellet Plant — local,329.4,52.0,MTR-097490
2017,Q4,Green Hydrogen Pilot,126.684,21.84,Visakhapatnam Port,Yes,Logistics,18.0,L&T-2017-9209,L&T Hydrogen Pilot,134.4,49.5,MTR-199282
2017,Q4,Grid Electricity,4368.795,310.53,Mangalore Storage,No,Logistics,7.2,DIS-2017-3495,DISCOM HT-Cat-A,3073.7,70.4,MTR-340556
2017,Q4,Diesel Generators,536.65,50.46,Mangalore Storage,No,Logistics,9.5,ON--2017-3616,On-site fuel,472.0,58.0,MTR-344092
2017,Q4,Natural Gas,1801.595,99.33,Mangalore Storage,No,Logistics,5.8,GAI-2017-8942,GAIL APM,1513.8,73.3,MTR-324743
2017,Q4,Coal,533.767,21.41,Mangalore Storage,No,Logistics,4.2,COA-2017-7246,Coal India e-auction,504.6,80.1,MTR-795694
2017,Q4,Furnace Oil,387.252,24.83,Mangalore Storage,No,Logistics,6.1,IOC-2017-8400,IOCL bulk supply,454.8,77.0,MTR-417443
2017,Q4,Solar (rooftop+OPEN),1176.98,46.25,Mangalore Storage,Yes,Logistics,3.9,TAT-2017-3038,Tata Power Solar PPA,936.9,78.5,MTR-574085
2017,Q4,Wind PPA,523.471,24.25,Mangalore Storage,Yes,Logistics,4.4,REN-2017-8028,ReNew Power PPA-2031,608.1,73.5,MTR-911889
2017,Q4,Biomass,273.224,15.76,Mangalore Storage,Yes,Logistics,5.5,PEL-2017-3952,Pellet Plant — local,313.7,54.3,MTR-501967
2017,Q4,Green Hydrogen Pilot,106.478,19.78,Mangalore Storage,Yes,Logistics,18.0,L&T-2017-6040,L&T Hydrogen Pilot,90.4,48.8,MTR-747755
2017,Q4,Grid Electricity,3751.423,256.62,Kochi Tankage,No,Logistics,7.2,DIS-2017-5456,DISCOM HT-Cat-A,4082.2,54.6,MTR-938514
2017,Q4,Diesel Generators,396.009,39.12,Kochi Tankage,No,Logistics,9.5,ON--2017-1655,On-site fuel,417.3,70.8,MTR-892956
2017,Q4,Natural Gas,1360.953,76.69,Kochi Tankage,No,Logistics,5.8,GAI-2017-8728,GAIL APM,1492.8,70.7,MTR-259886
2017,Q4,Coal,431.65,18.6,Kochi Tankage,No,Logistics,4.2,COA-2017-1921,Coal India e-auction,505.6,73.8,MTR-753768
2017,Q4,Furnace Oil,342.382,21.61,Kochi Tankage,No,Logistics,6.1,IOC-2017-8049,IOCL bulk supply,404.3,83.9,MTR-690104
2017,Q4,Solar (rooftop+OPEN),1017.783,42.13,Kochi Tankage,Yes,Logistics,3.9,TAT-2017-6129,Tata Power Solar PPA,858.4,57.6,MTR-383988
2017,Q4,Wind PPA,439.785,19.07,Kochi Tankage,Yes,Logistics,4.4,REN-2017-1139,ReNew Power PPA-2031,404.0,69.1,MTR-052650
2017,Q4,Biomass,264.827,14.6,Kochi Tankage,Yes,Logistics,5.5,PEL-2017-5215,Pellet Plant — local,255.1,75.2,MTR-462572
2017,Q4,Green Hydrogen Pilot,80.599,15.06,Kochi Tankage,Yes,Logistics,18.0,L&T-2017-1409,L&T Hydrogen Pilot,75.5,80.4,MTR-216784
2017,Q4,Grid Electricity,2967.633,216.85,Nashik Logistics,No,Logistics,7.2,DIS-2017-7771,DISCOM HT-Cat-A,2883.9,81.6,MTR-577258
2017,Q4,Diesel Generators,324.064,31.56,Nashik Logistics,No,Logistics,9.5,ON--2017-8468,On-site fuel,318.6,78.5,MTR-747274
2017,Q4,Natural Gas,1158.556,64.74,Nashik Logistics,No,Logistics,5.8,GAI-2017-2043,GAIL APM,793.2,66.9,MTR-940651
2017,Q4,Coal,428.966,17.97,Nashik Logistics,No,Logistics,4.2,COA-2017-8606,Coal India e-auction,380.8,48.3,MTR-637553
2017,Q4,Furnace Oil,299.18,17.63,Nashik Logistics,No,Logistics,6.1,IOC-2017-1364,IOCL bulk supply,289.5,63.1,MTR-370870
2017,Q4,Solar (rooftop+OPEN),881.69,35.75,Nashik Logistics,Yes,Logistics,3.9,TAT-2017-3814,Tata Power Solar PPA,576.9,59.6,MTR-064754
2017,Q4,Wind PPA,353.373,15.83,Nashik Logistics,Yes,Logistics,4.4,REN-2017-7824,ReNew Power PPA-2031,380.2,66.8,MTR-371884
2017,Q4,Biomass,215.159,11.45,Nashik Logistics,Yes,Logistics,5.5,PEL-2017-2900,Pellet Plant — local,227.8,79.6,MTR-781806
2017,Q4,Green Hydrogen Pilot,82.381,14.83,Nashik Logistics,Yes,Logistics,18.0,L&T-2017-1892,L&T Hydrogen Pilot,54.8,59.1,MTR-536018
2017,Q4,Grid Electricity,2548.174,197.61,Kandla Terminal,No,Logistics,7.2,DIS-2017-4772,DISCOM HT-Cat-A,2271.8,84.5,MTR-588621
2017,Q4,Diesel Generators,319.564,30.78,Kandla Terminal,No,Logistics,9.5,ON--2017-2467,On-site fuel,207.8,60.5,MTR-158933
2017,Q4,Natural Gas,1331.366,74.83,Kandla Terminal,No,Logistics,5.8,GAI-2017-9909,GAIL APM,1270.0,80.4,MTR-178282
2017,Q4,Coal,383.794,17.0,Kandla Terminal,No,Logistics,4.2,COA-2017-8395,Coal India e-auction,346.1,73.4,MTR-922841
2017,Q4,Furnace Oil,227.628,14.88,Kandla Terminal,No,Logistics,6.1,IOC-2017-9540,IOCL bulk supply,208.8,65.4,MTR-738001
2017,Q4,Solar (rooftop+OPEN),764.591,30.67,Kandla Terminal,Yes,Logistics,3.9,TAT-2017-4187,Tata Power Solar PPA,697.2,60.8,MTR-779465
2017,Q4,Wind PPA,324.836,15.32,Kandla Terminal,Yes,Logistics,4.4,REN-2017-1823,ReNew Power PPA-2031,267.8,66.1,MTR-657172
2017,Q4,Biomass,208.527,11.31,Kandla Terminal,Yes,Logistics,5.5,PEL-2017-5899,Pellet Plant — local,200.0,55.2,MTR-067095
2017,Q4,Green Hydrogen Pilot,71.241,13.84,Kandla Terminal,Yes,Logistics,18.0,L&T-2017-4891,L&T Hydrogen Pilot,52.2,66.4,MTR-821306
2017,Q4,Grid Electricity,2857.689,207.42,Tuticorin Port Cluster,No,Logistics,7.2,DIS-2017-6801,DISCOM HT-Cat-A,1968.5,61.7,MTR-814396
2017,Q4,Diesel Generators,354.724,34.0,Tuticorin Port Cluster,No,Logistics,9.5,ON--2017-2704,On-site fuel,320.8,50.6,MTR-859954
2017,Q4,Natural Gas,1291.355,73.13,Tuticorin Port Cluster,No,Logistics,5.8,GAI-2017-7471,GAIL APM,1117.2,49.9,MTR-429588
2017,Q4,Coal,500.297,22.45,Tuticorin Port Cluster,No,Logistics,4.2,COA-2017-3050,Coal India e-auction,489.5,78.6,MTR-750233
2017,Q4,Furnace Oil,269.991,17.29,Tuticorin Port Cluster,No,Logistics,6.1,IOC-2017-4208,IOCL bulk supply,196.6,75.5,MTR-859806
2017,Q4,Solar (rooftop+OPEN),981.507,39.9,Tuticorin Port Cluster,Yes,Logistics,3.9,TAT-2017-7258,Tata Power Solar PPA,746.8,84.9,MTR-952073
2017,Q4,Wind PPA,371.658,16.82,Tuticorin Port Cluster,Yes,Logistics,4.4,REN-2017-3220,ReNew Power PPA-2031,336.1,49.1,MTR-266526
2017,Q4,Biomass,188.358,10.71,Tuticorin Port Cluster,Yes,Logistics,5.5,PEL-2017-6344,Pellet Plant — local,158.5,69.2,MTR-085983
2017,Q4,Green Hydrogen Pilot,74.168,12.87,Tuticorin Port Cluster,Yes,Logistics,18.0,L&T-2017-9280,L&T Hydrogen Pilot,51.5,57.4,MTR-648698
2017,Q4,Grid Electricity,3853.421,298.23,Kolkata Distribution,No,Distribution,7.2,DIS-2017-5367,DISCOM HT-Cat-A,3444.5,62.5,MTR-982099
2017,Q4,Diesel Generators,456.34,44.59,Kolkata Distribution,No,Distribution,9.5,ON--2017-1744,On-site fuel,320.3,84.4,MTR-978563
2017,Q4,Natural Gas,1652.788,93.56,Kolkata Distribution,No,Distribution,5.8,GAI-2017-8639,GAIL APM,1077.3,77.2,MTR-226085
2017,Q4,Coal,467.59,20.66,Kolkata Distribution,No,Distribution,4.2,COA-2017-9118,Coal India e-auction,527.6,49.6,MTR-103211
2017,Q4,Furnace Oil,355.137,21.8,Kolkata Distribution,No,Distribution,6.1,IOC-2017-7960,IOCL bulk supply,275.3,50.7,MTR-656303
2017,Q4,Solar (rooftop+OPEN),919.927,34.86,Kolkata Distribution,Yes,Distribution,3.9,TAT-2017-4910,Tata Power Solar PPA,947.2,53.2,MTR-599096
2017,Q4,Wind PPA,407.775,19.31,Kolkata Distribution,Yes,Distribution,4.4,REN-2017-1228,ReNew Power PPA-2031,453.3,62.9,MTR-913548
2017,Q4,Biomass,286.104,15.83,Kolkata Distribution,Yes,Distribution,5.5,PEL-2017-5824,Pellet Plant — local,330.0,70.2,MTR-247464
2017,Q4,Green Hydrogen Pilot,75.232,14.09,Kolkata Distribution,Yes,Distribution,18.0,L&T-2017-4168,L&T Hydrogen Pilot,76.6,58.0,MTR-001676
2017,Q4,Grid Electricity,2780.148,206.46,Hyderabad Distribution,No,Distribution,7.2,DIS-2017-9038,DISCOM HT-Cat-A,2694.4,78.5,MTR-193928
2017,Q4,Diesel Generators,333.889,34.07,Hyderabad Distribution,No,Distribution,9.5,ON--2017-7073,On-site fuel,344.0,63.6,MTR-952009
2017,Q4,Natural Gas,1341.461,82.13,Hyderabad Distribution,No,Distribution,5.8,GAI-2017-3310,GAIL APM,887.3,68.3,MTR-872556
2017,Q4,Coal,445.14,18.43,Hyderabad Distribution,No,Distribution,4.2,COA-2017-3789,Coal India e-auction,451.5,59.6,MTR-129765
2017,Q4,Furnace Oil,248.221,14.41,Hyderabad Distribution,No,Distribution,6.1,IOC-2017-2631,IOCL bulk supply,267.9,53.7,MTR-480275
2017,Q4,Solar (rooftop+OPEN),803.373,32.68,Hyderabad Distribution,Yes,Distribution,3.9,TAT-2017-8581,Tata Power Solar PPA,954.6,52.0,MTR-572542
2017,Q4,Wind PPA,315.989,14.24,Hyderabad Distribution,Yes,Distribution,4.4,REN-2017-6557,ReNew Power PPA-2031,210.9,73.3,MTR-886994
2017,Q4,Biomass,192.991,10.15,Hyderabad Distribution,Yes,Distribution,5.5,PEL-2017-1505,Pellet Plant — local,137.0,60.2,MTR-725981
2017,Q4,Green Hydrogen Pilot,69.91,13.31,Hyderabad Distribution,Yes,Distribution,18.0,L&T-2017-9497,L&T Hydrogen Pilot,69.1,79.2,MTR-028230
2017,Q4,Grid Electricity,2352.726,182.2,Lucknow Distribution,No,Distribution,7.2,DIS-2017-1454,DISCOM HT-Cat-A,2231.6,69.6,MTR-309765
2017,Q4,Diesel Generators,266.403,25.72,Lucknow Distribution,No,Distribution,9.5,ON--2017-8831,On-site fuel,245.1,52.0,MTR-865293
2017,Q4,Natural Gas,987.666,58.53,Lucknow Distribution,No,Distribution,5.8,GAI-2017-4726,GAIL APM,1058.4,82.9,MTR-822632
2017,Q4,Coal,346.155,14.94,Lucknow Distribution,No,Distribution,4.2,COA-2017-5923,Coal India e-auction,332.3,63.3,MTR-755572
2017,Q4,Furnace Oil,264.27,16.55,Lucknow Distribution,No,Distribution,6.1,IOC-2017-4047,IOCL bulk supply,301.2,48.6,MTR-103377
2017,Q4,Solar (rooftop+OPEN),749.655,29.57,Lucknow Distribution,Yes,Distribution,3.9,TAT-2017-1131,Tata Power Solar PPA,780.8,50.9,MTR-946734
2017,Q4,Wind PPA,307.8,13.63,Lucknow Distribution,Yes,Distribution,4.4,REN-2017-5141,ReNew Power PPA-2031,268.6,84.7,MTR-510096
2017,Q4,Biomass,184.302,10.79,Lucknow Distribution,Yes,Distribution,5.5,PEL-2017-9217,Pellet Plant — local,188.2,75.8,MTR-091322
2017,Q4,Green Hydrogen Pilot,60.58,11.26,Lucknow Distribution,Yes,Distribution,18.0,L&T-2017-6407,L&T Hydrogen Pilot,61.0,55.4,MTR-654037
2017,Q4,Grid Electricity,2259.431,154.73,Indore Distribution,No,Distribution,7.2,DIS-2017-7359,DISCOM HT-Cat-A,1768.2,78.8,MTR-558458
2017,Q4,Diesel Generators,217.846,20.93,Indore Distribution,No,Distribution,9.5,ON--2017-8752,On-site fuel,165.1,74.6,MTR-561994
2017,Q4,Natural Gas,979.483,57.03,Indore Distribution,No,Distribution,5.8,GAI-2017-3806,GAIL APM,1032.4,77.0,MTR-457354
2017,Q4,Coal,286.618,12.62,Indore Distribution,No,Distribution,4.2,COA-2017-2110,Coal India e-auction,283.2,73.0,MTR-428318
2017,Q4,Furnace Oil,203.683,12.16,Indore Distribution,No,Distribution,6.1,IOC-2017-7873,IOCL bulk supply,136.5,81.2,MTR-887572
